,Name,RAT,VER,Price,SKI,WF,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Weight,Height,Pos,AttackWorkRate,DefenseWorkRate
20443,Plamedi Buni Jorge,57,Normal  Explosive,0,2,3,77,46,54,63,46,49,4,335,1571,60.0,168,CM,M,M
20444,Ben Hompesch,57,Normal  Controlled,0,2,3,66,48,51,61,39,52,0,317,1499,76.0,178,CAM,M,M
20445,Lucien Hawryluk,57,Normal  Controlled,450,1,3,55,59,58,55,28,56,1,311,599,82.0,192,GK,M,M
20446,Lewis Macari,57,Normal  Controlled,0,2,3,56,27,44,44,58,56,-1,285,1352,77.0,185,RB,M,M
20447,Alexandros Safarikas,57,Normal  Controlled,8K,1,5,55,55,64,57,23,56,-1,310,655,88.0,194,GK,M,M
20448,Alessio Besio,57,Normal  Lengthy,2.7K,2,3,66,55,44,56,25,62,3,308,1407,80.0,185,ST,M,L
20449,Robin Roefs,57,Normal  Controlled,700,1,3,56,54,57,60,18,55,0,300,585,80.0,192,GK,M,M
20450,Florian Hoxha,57,Normal  Controlled,750,3,3,63,29,46,59,54,60,2,311,1436,71.0,177,LWB,M,M
20451,Sebastian Grønning,57,Normal  Controlled,0,2,3,64,57,50,57,26,65,0,319,1513,78.0,190,ST,H,M
20452,Dior Angus,57,Normal  Controlled,1K,3,3,77,54,44,56,23,65,0,319,1460,83.0,183,ST,M,M
20453,Carlo Armiento,57,Normal  Controlled,700,2,3,74,53,51,60,31,54,1,323,1507,65.0,175,LM,M,L
20454,Keith Cowan,57,Normal  Controlled,10K,2,2,31,36,34,36,56,70,-1,263,1199,86.0,188,CB,L,M
20455,Basim Al Baqi,57,Normal  Controlled,1.3K,1,2,57,53,54,55,45,60,1,324,792,89.0,187,GK,M,M
20456,Dan Carr,57,Normal  Controlled,0,3,2,54,55,47,61,21,60,4,298,1400,77.0,180,ST,M,L
20457,Courtney Duffus,57,Normal  Controlled,850,2,2,68,56,46,56,28,65,-1,319,1471,76.0,188,ST,M,M
20458,Tadhg Ryan,57,Normal  Controlled,9.4K,1,2,59,56,54,58,45,55,0,327,843,74.0,181,GK,M,M
20459,Sam Sargeant,57,Normal  Controlled,5K,1,3,59,57,55,58,45,56,0,330,721,75.0,188,GK,M,M
20460,Dario Marzino,57,Normal  Controlled,900,1,2,63,52,53,60,47,53,0,328,829,80.0,184,GK,M,M
20461,José Carrillo Mancilla,57,Normal  Controlled,950,2,3,54,21,38,44,57,60,1,274,1254,75.0,185,CB,H,M
20462,Omar Al Suhaymi,57,Normal  Controlled,700,2,3,62,43,55,58,53,61,0,332,1542,63.0,176,CDM,M,M
20463,Gun Park,57,Normal  Lengthy,7.9K,2,3,56,25,44,37,55,65,0,282,1317,77.0,184,CB,M,M
20464,Pacifique Niyongabire,57,Normal  Explosive,0,3,3,85,46,46,62,35,59,11,333,1513,71.0,174,RM,M,M
20465,Gilbert Fuentes,57,Normal  Controlled,0,3,3,66,43,53,65,39,53,8,319,1488,68.0,168,CAM,M,M
20466,Jordan Doherty,57,Normal  Controlled,0,2,3,54,48,50,56,58,60,2,326,1503,75.0,183,CB,M,M
20467,Brandon Kavanagh,57,Normal  Controlled,10K,2,3,61,46,57,58,35,45,1,302,1463,63.0,172,RM,M,M
20468,Jaber Asiri,57,Normal  Controlled,650,2,3,65,57,44,57,23,59,0,305,1432,79.0,180,ST,M,L
20469,Joe Adams,57,Normal  Explosive,0,3,3,75,52,52,59,31,34,5,303,1390,62.0,176,LM,M,M
20470,Rosaire Longelo,57,Normal  Controlled,10K,3,3,82,51,48,60,40,48,2,329,1504,72.0,184,LM,M,M
20471,Shenyuan Li,57,Normal  Controlled,700,2,3,72,28,42,49,54,54,-1,299,1355,69.0,180,RWB,H,M
20472,Raghid Al Najjar,57,Normal  Controlled,700,1,2,60,54,57,58,36,56,2,321,662,90.0,189,GK,M,M
20473,Mohammed Al Qunayan,57,Normal  Controlled,600,2,4,72,41,52,60,51,53,-3,329,1513,65.0,172,CM,M,M
20474,Yu Fei,57,Normal  Lengthy,650,2,2,64,40,55,59,53,68,0,339,1521,83.0,187,CM,L,M
20475,Wilhelm Loeper,57,Normal  Controlled,900,2,3,62,44,55,60,51,59,0,331,1502,75.0,187,CM,M,M
20476,Gustav Grubbe,57,Normal  Controlled,950,2,3,69,23,48,55,52,52,1,299,1333,74.0,179,RB,M,M
20477,Nicolas Popescu,57,Normal  Controlled,0,3,2,69,40,53,58,53,57,1,330,1534,75.0,187,CDM,M,M
20478,Jimmy Knowles,57,Normal  Controlled,10K,2,2,80,55,45,56,27,56,2,319,1456,70.0,184,ST,H,M
20479,Joe Hilton,57,Normal  Controlled,650,1,3,57,59,54,64,29,50,-1,313,650,83.0,195,GK,M,M
20480,Seong Ung Maeng,57,Normal  Controlled,550,2,2,58,40,59,53,51,57,-1,318,1493,70.0,183,CM,M,M
20481,Chanka Zimba,57,Normal  Lengthy,7.4K,2,3,68,53,47,54,36,68,2,326,1479,68.0,185,ST,M,M
20482,Anwar Ali,57,Normal  Controlled,700,2,5,70,33,45,50,54,71,-3,323,1480,74.0,179,CB,H,M
20483,Jason Mbock,57,Normal  Explosive,1K,3,3,76,60,52,62,19,39,4,308,1449,67.0,174,ST,M,M
20484,Mohammed Al Mahasna,57,Normal  Controlled,1.2K,1,3,58,56,53,55,45,57,1,324,727,70.0,178,GK,M,M
20485,Noor Al Rashidi,57,Normal  Controlled,800,2,3,64,25,43,43,57,60,3,292,1341,60.0,180,CB,M,M
20486,Abdullah Al Samtai,57,Normal  Controlled,450,2,2,62,41,49,49,53,68,-1,322,1518,70.0,172,CDM,M,H
20487,Dayle Rooney,57,Normal  Controlled,500,2,2,68,51,51,55,29,57,4,311,1461,74.0,179,LM,H,M
20488,Shane Farrell,57,Normal  Controlled,3.6K,2,2,64,55,53,58,47,62,4,339,1598,72.0,184,ST,H,H
20489,Jan Reichert,57,Normal  Controlled,650,1,2,61,57,58,57,29,55,5,317,654,82.0,191,GK,M,M
20490,Brian McManus,57,Normal  Controlled,1.6K,2,2,60,52,56,58,52,60,1,338,1595,73.0,179,CM,M,M
20491,Marian Danciu,57,Normal  Explosive,0,2,2,72,41,48,56,29,45,1,291,1317,68.0,175,RM,M,L
20492,Jaheim Headley,57,Normal  Explosive,10K,3,3,79,48,49,57,48,61,0,342,1525,65.0,175,LWB,H,M
20493,Max Dyche,57,Normal  Lengthy,1K,2,2,62,32,42,46,55,68,8,305,1394,70.0,184,CB,M,H
20494,Ryan Jones,57,Normal  Controlled,0,2,3,83,36,48,53,50,58,1,328,1488,70.0,177,LB,H,M
20495,Przemyslaw Maj,57,Normal  Explosive,0,2,3,74,52,52,57,33,45,0,313,1452,65.0,175,RM,M,M
20496,Stanley Flaherty,57,Normal  Controlled,800,3,3,71,50,57,58,40,41,1,317,1479,57.0,170,CAM,M,M
20497,Adrian Gîdea,57,Normal  Explosive,0,2,2,76,48,48,59,29,49,3,309,1399,71.0,180,RW,M,M
20498,Johannes Schenk,57,Normal  Controlled,5K,1,3,56,54,64,63,17,59,9,313,603,82.0,191,GK,M,M
20499,Jin Seong Park,57,Normal  Controlled,5.9K,2,3,66,27,40,51,55,59,1,298,1380,76.0,178,LB,M,M
20500,Max Balard,57,Normal  Controlled,650,3,3,63,47,59,57,50,47,0,323,1553,68.0,175,CM,H,M
20501,Qi Cui,57,Normal  Lengthy,650,2,3,63,26,36,40,59,65,0,289,1329,70.0,181,CB,M,M
20502,Ryan Howley,57,Normal  Controlled,10K,2,3,61,44,60,55,55,58,2,333,1577,74.0,183,CM,M,M
20503,Gene Kennedy,57,Normal  Controlled,950,2,3,66,45,52,56,51,69,0,339,1537,79.0,188,CDM,M,M
20504,Matthieu Epolo,57,Normal  Controlled,9.7K,1,2,58,60,57,60,32,52,2,319,608,77.0,184,GK,M,M
20505,Scott McGill,57,Normal  Controlled,0,2,3,71,47,56,59,52,56,1,341,1599,82.0,183,CM,M,M
20506,Andrew Thomas,57,Normal  Controlled,700,1,2,59,55,61,60,25,55,1,315,625,88.0,188,GK,M,M
20507,Ryan Trevitt,57,Normal  Controlled,1K,2,3,57,54,54,58,39,50,5,312,1426,65.0,170,CAM,H,M
20508,Fatih Yilmaz,57,Normal  Controlled,0,2,2,54,26,36,38,61,55,4,270,1257,75.0,186,CB,L,M
20509,Aday Ercan,57,Normal  Controlled,700,2,3,60,46,47,56,55,64,-2,328,1492,79.0,191,CDM,H,M
20510,Archie Goodwin,57,Normal  Controlled,550,2,3,70,55,43,58,23,50,4,299,1379,70.0,175,ST,M,M
20511,Liam Bennett,57,Normal  Explosive,2K,2,4,74,28,45,55,52,56,2,310,1459,70.0,171,RWB,H,M
20512,Zack Farnsworth,57,Normal  Lengthy,700,2,3,73,29,41,52,56,60,0,311,1378,75.0,185,LB,M,H
20513,Jacob Eng,57,Normal  Explosive,750,3,3,83,48,45,61,23,40,1,300,1363,76.0,180,RW,M,M
20514,Daniel Aguirre,57,Normal  Controlled,650,2,2,64,40,55,58,48,53,0,318,1510,64.0,175,CM,M,M
20515,Quentin Galvez-Diarra,57,Normal  Controlled,600,1,2,58,60,55,58,15,56,3,302,589,78.0,188,GK,M,M
20516,Harry Wood,57,Normal  Controlled,9.9K,2,3,58,49,55,57,50,57,1,326,1540,78.0,178,CM,M,M
20517,Musab Al Juwair,57,Normal  Controlled,550,2,3,67,52,58,59,43,64,5,343,1568,70.0,178,CM,M,M
20518,Mohammad Dabre,57,Normal  Explosive,0,2,2,91,47,50,57,47,56,4,348,1546,68.0,168,RW,H,H
20519,Jakub Szymanski,57,Normal  Controlled,10K,2,2,48,28,32,34,57,70,-2,269,1243,85.0,189,CB,M,M
20520,Jack Wells-Morrison,57,Normal  Controlled,4.4K,3,3,56,48,56,58,51,59,21,328,1586,73.0,180,CM,M,M
20521,Marc Leonard,57,Normal  Controlled,700,2,2,64,46,55,58,53,60,2,336,1606,76.0,178,CM,M,M
20522,Myung Sun Kim,57,Normal  Controlled,2.9K,2,3,63,40,49,51,53,56,0,312,1476,70.0,177,RWB,M,M
20523,Rayyan Baniya,57,Normal  Controlled,650,2,2,52,31,38,42,57,66,2,286,1308,84.0,192,CB,L,M
20524,Mathias Løvik,57,Normal  Controlled,1.5K,2,4,79,29,46,57,50,55,2,316,1418,78.0,183,LWB,H,M
20525,Jan Schröder,57,Normal  Controlled,1K,2,3,58,33,48,54,53,55,2,301,1404,73.0,180,LWB,M,M
20526,Thierry Small,57,Normal  Controlled,0,2,2,77,31,41,56,53,60,5,318,1471,68.0,175,LWB,H,M
20527,Bartlomiej Ciepiela,57,Normal  Controlled,650,2,3,64,49,55,60,34,52,2,314,1465,75.0,182,CAM,M,M
20528,José Alfredo Flores,57,Normal  Controlled,600,3,3,69,56,53,59,40,54,1,331,1520,69.0,177,RW,M,M
20529,Jahnoah Markelo,57,Normal  Controlled,2.5K,3,3,82,58,47,60,30,40,3,317,1448,68.0,171,LM,M,M
20530,Michael Weier,57,Normal  Controlled,750,1,2,55,58,58,58,24,58,2,311,629,85.0,198,GK,M,M
20531,Emmanuel Ogura,57,Normal  Controlled,0,1,3,60,55,61,59,64,55,1,354,847,75.0,182,GK,M,M
20532,Efe-Kaan Sihlaroglu,57,Normal  Controlled,10K,2,3,64,48,56,59,50,52,1,329,1564,67.0,177,CM,M,M
20533,Théo Le Bris,57,Normal  Controlled,900,2,3,55,42,55,58,58,47,3,315,1557,60.0,165,CM,M,M
20534,Harry Steele,57,Normal  Controlled,850,2,4,67,38,56,53,49,54,0,317,1490,75.0,170,CM,M,M
20535,Luca Bendel,57,Normal  Controlled,950,1,3,57,54,55,56,41,58,1,321,844,81.0,190,GK,M,M
20536,Stefano Marino,57,Normal  Controlled,450,2,3,63,57,40,55,18,59,2,292,1365,79.0,186,ST,M,M
20537,Daniel Edelman,57,Normal  Controlled,900,3,4,66,37,48,51,59,58,1,319,1494,64.0,178,CDM,M,H
20538,Arttu Hoskonen,57,Normal  Lengthy,4.3K,2,3,60,36,45,46,56,64,0,307,1411,80.0,186,CB,M,M
20539,Henry Atola,57,Normal  Controlled,0,2,3,68,56,45,56,19,53,2,297,1370,70.0,182,ST,M,M
20540,Sebastian Selin,57,Normal  Controlled,1K,1,3,58,59,56,57,31,58,5,319,595,85.0,202,GK,M,M
20541,Kipp Keller,57,Normal  Lengthy,700,2,2,60,29,30,33,56,68,-4,276,1277,82.0,187,CB,M,H
20542,Jannik Zahmel,57,Normal  Controlled,0,2,3,77,57,55,57,23,51,-1,320,1500,72.0,183,RW,M,M
20543,Je Ho Yu,57,Normal  Controlled,600,3,4,51,40,57,59,43,54,0,304,1460,72.0,178,CM,H,M
20544,José Arbio,57,Sudamericana  Controlled,1.1K,1,1,60,54,53,60,24,48,-2,299,625,82.0,187,GK,M,M
20545,Marinos Tzionis,57,Normal  Controlled,850,2,3,71,48,52,61,21,42,3,295,1372,66.0,170,LW,M,L
20546,Joel Sundström,57,Normal  Controlled,700,3,3,61,40,57,61,40,59,0,318,1491,75.0,180,CM,M,M
20547,Oisin Smyth,57,Normal  Controlled,500,3,3,66,46,57,60,47,61,1,337,1560,72.0,181,CAM,M,M
20548,Harvey Macadam,57,Normal  Lengthy,600,2,3,62,50,54,56,53,67,0,342,1572,84.0,191,CM,M,M
20549,Ji Han Lee,57,Normal  Controlled,750,2,3,67,49,52,60,28,47,0,303,1406,70.0,180,LM,M,M
20550,Williams Tortolero,57,Libertadores  Controlled,8.3K,1,3,55,56,58,60,21,55,2,305,652,75.0,180,GK,M,M
20551,Fabricio Vidal,57,Sudamericana  Controlled,2.4K,2,2,64,36,46,50,55,57,1,308,1432,80.0,188,LB,M,M
20552,Ayrton Paz,57,Sudamericana  Controlled,700,2,3,70,46,48,54,54,55,1,327,1519,70.0,173,LB,M,M
20553,Lucas Noubi,57,Normal  Controlled,1.9K,2,3,69,21,49,56,56,59,1,310,1391,81.0,180,CB,M,M
20554,Dan Sîrbu,57,Normal  Lengthy,700,2,4,62,38,49,52,54,64,0,319,1447,82.0,186,CDM,M,M
20555,Thomas Gillier,57,Libertadores  Controlled,0,1,3,59,54,56,57,21,54,2,301,564,73.0,186,GK,M,M
20556,Lukas Willen,57,Normal  Lengthy,950,2,2,68,25,38,38,57,61,2,287,1288,76.0,187,CB,L,M
20557,Kevin Wiethaup,57,Normal  Controlled,600,2,3,70,43,54,60,38,48,7,313,1474,69.0,175,CAM,M,M
20558,Milan Smit,57,Normal  Controlled,800,2,3,51,59,44,57,25,54,2,290,1379,74.0,180,ST,M,M
20559,Sam Karssies,57,Normal  Controlled,700,1,3,57,59,54,59,19,55,2,303,591,70.0,186,GK,M,M
20560,Lequincio Zeefuik,57,Normal  Controlled,750,3,4,73,54,37,52,24,65,5,305,1363,80.0,192,ST,H,M
20561,Nasser Al Shikaili,57,Normal  Explosive,550,3,3,88,44,49,60,32,43,2,316,1444,54.0,178,LM,M,M
20562,Luca Menke,57,Normal  Lengthy,550,2,3,55,33,36,41,56,70,0,291,1319,86.0,189,CB,M,M
20563,Sascha Voelcke,57,Normal  Controlled,10K,2,2,65,31,44,50,55,57,1,302,1384,76.0,180,LB,M,M
20564,Andrei Gorcea,57,Normal  Controlled,10K,1,1,55,55,49,62,28,53,2,302,640,75.0,185,GK,M,M
20565,Filip Zawadzki,57,Normal  Controlled,650,2,3,68,45,53,63,31,45,3,305,1423,73.0,176,CAM,M,M
20566,Hannes Küng,57,Normal  Lengthy,700,2,3,56,26,36,39,58,63,-2,278,1258,80.0,186,CB,M,M
20567,Arlind Dakaj,57,Normal  Controlled,0,2,3,63,40,53,55,50,67,1,328,1503,73.0,177,CDM,M,M
20568,Rune Paeshuyse,57,Normal  Controlled,1K,2,2,67,29,46,50,52,57,0,301,1342,77.0,187,RB,H,H
20569,Juan José Giménez,57,Libertadores  Controlled,700,3,2,72,49,51,60,27,45,0,304,1389,75.0,168,RM,M,L
20570,Nathaniel Brown,57,Normal  Controlled,1.5K,2,3,70,31,44,57,52,42,6,296,1393,60.0,176,LB,M,M
20571,Eric N'Jo,57,Normal  Controlled,750,2,3,58,29,37,37,60,53,3,274,1308,73.0,187,CB,M,M
20572,Michael Martin,57,Normal  Controlled,650,2,3,65,51,55,58,46,54,4,329,1534,72.0,180,CM,M,M
20573,Lucas Zahaczewski,57,Normal  Controlled,900,1,3,58,56,56,59,29,58,-2,316,622,90.0,186,GK,M,M
20574,Niklas Jessen,57,Normal  Controlled,5K,2,3,63,49,58,60,41,54,0,325,1522,73.0,182,CM,M,M
20575,Koray Dag,57,Normal  Controlled,0,2,3,71,56,47,55,18,55,13,302,1380,78.0,186,ST,H,M
20576,Presley Pululu,57,Normal  Controlled,0,2,3,69,52,52,62,26,45,7,306,1450,68.0,175,LW,H,M
20577,Douglas James-Taylor,57,Normal  Controlled,600,2,2,76,55,40,57,25,61,2,314,1416,74.0,178,ST,M,M
20578,Otto Lindell,57,Normal  Controlled,1K,1,3,58,55,58,60,33,55,2,319,829,75.0,185,GK,M,M
20579,Nils De Mol,57,Normal  Controlled,550,1,3,58,56,56,59,32,54,0,315,680,84.0,183,GK,M,M
20580,Jakob Bookjans,57,Normal  Controlled,950,2,2,64,51,53,62,32,57,2,319,1516,71.0,178,CAM,M,M
20581,Pascal Richter,57,Normal  Controlled,700,2,3,67,48,52,61,27,53,3,308,1467,72.0,175,RM,M,L
20582,Patrick Lienhard,57,Normal  Explosive,4.9K,2,3,70,50,58,58,50,54,0,340,1626,65.0,169,CM,M,M
20583,Darko Gyabi,57,Normal  Lengthy,750,2,3,67,45,56,58,52,67,9,345,1593,80.0,196,CM,H,H
20584,Oliver Kamdem,57,Normal  Explosive,750,2,3,73,34,45,59,54,36,2,301,1394,70.0,176,RB,M,M
20585,Oskar Wójcik,57,Normal  Controlled,750,2,2,59,26,41,40,57,63,-1,286,1332,78.0,190,CB,L,H
20586,Iker Luis Kohl,57,Normal  Lengthy,550,2,3,58,42,53,49,56,62,1,320,1480,81.0,186,CDM,M,M
20587,Abdulaziz Noor,57,Normal  Controlled,650,2,4,74,50,52,58,30,50,18,314,1458,57.0,174,LM,H,M
20588,Noel Eichinger,57,Normal  Controlled,600,2,3,63,57,52,54,26,57,2,309,1426,78.0,183,ST,M,M
20589,Maksymilian Pingot,57,Normal  Lengthy,0,2,2,59,32,42,45,57,65,2,300,1374,78.0,188,CB,M,H
20590,Olivier Wypart,57,Normal  Controlled,700,2,2,71,35,47,49,53,50,1,305,1391,71.0,182,LB,M,M
20591,Ilias Iliadis,57,Normal  Controlled,0,2,3,64,38,50,57,56,56,0,321,1488,70.0,181,CDM,M,M
20592,Alex Monis,57,Normal  Explosive,700,3,2,71,47,51,59,29,43,1,300,1414,60.0,168,RM,H,L
20593,Gilles Richard,57,Normal  Controlled,0,2,2,54,28,36,44,57,68,0,287,1318,80.0,186,CB,M,M
20594,Aribim Pepple,57,Normal  Controlled,0,2,4,73,55,40,56,27,70,3,321,1483,72.0,185,ST,M,M
20595,Ask Tjærandsen-Skau,57,Normal  Controlled,4.4K,2,3,63,48,58,60,49,57,0,335,1600,,175,CM,M,M
20596,Elliot Thorpe,57,Normal  Controlled,0,2,2,65,49,57,55,48,53,-1,327,1565,,178,CM,M,M
20597,Keyendrah Simmonds,57,Normal  Controlled,0,2,3,70,58,46,59,23,51,2,307,1428,,180,ST,H,L
20598,Ziyad Larkeche,57,Normal  Controlled,500,2,2,67,31,43,54,53,51,3,299,1364,67.0,180,LB,M,M
20599,Timothé Nkada,57,Normal  Controlled,0,3,3,68,56,48,59,22,50,3,303,1455,68.0,177,ST,H,M
20600,Ju Yeop Kim,57,Normal  Controlled,850,2,3,60,36,44,53,55,59,0,307,1431,76.0,180,RWB,M,M
20601,Lewis Richards,57,non-rare  Controlled,900,2,3,66,41,50,53,55,66,1,331,1532,72.0,182,CB,M,M
20602,Matt Bersano,57,non-rare  Controlled,900,1,2,60,51,60,58,36,54,1,319,834,81.0,185,GK,M,M
20603,Elliot Thorpe,57,non-rare  Controlled,950,2,2,65,49,57,55,48,53,0,327,1565,,178,CM,M,M
20604,Chanka Zimba,57,non-rare  Lengthy,850,2,3,68,53,47,54,36,68,0,326,1479,68.0,185,ST,M,M
20605,Jaheim Headley,57,non-rare  Explosive,700,3,3,79,48,49,57,48,61,2,342,1525,65.0,175,LWB,H,M
20606,Shane Blaney,57,non-rare  Controlled,0,2,4,55,28,43,43,55,67,-1,291,1344,79.0,191,CB,M,H
20607,Diaw,57,Rare  Controlled,0,3,2,81,52,47,62,32,57,1,331,1496,,185,ST,M,M
20608,Liam Bennett,57,non-rare  Explosive,5.1K,2,4,74,28,45,55,52,56,0,310,1459,70.0,171,RWB,H,M
20609,Nicolas Popescu,57,non-rare  Controlled,700,3,2,69,40,53,58,53,57,0,330,1534,75.0,187,CDM,M,M
20610,Abdullah Al Yousif,57,non-rare  Controlled,950,2,3,68,39,50,51,53,65,1,326,1504,74.0,175,LB,M,M
20611,Tadhg Ryan,57,non-rare  Controlled,750,1,2,59,56,54,58,45,55,0,327,843,74.0,181,GK,M,M
20612,Ask Tjærandsen-Skau,57,non-rare  Controlled,700,2,3,63,48,58,60,49,57,0,335,1600,,175,CM,M,M
20613,Thierry Small,57,non-rare  Controlled,0,2,2,77,31,41,56,53,60,1,318,1471,68.0,175,LWB,H,M
20614,Ilias Iliadis,57,non-rare  Controlled,1K,2,3,64,38,50,57,56,56,0,321,1488,70.0,181,CDM,M,M
20615,Aribim Pepple,57,non-rare  Controlled,1.2K,2,4,73,55,40,56,27,70,2,321,1483,72.0,185,ST,M,M
20616,Lewis Macari,57,non-rare  Controlled,4.5K,2,3,56,27,44,44,58,56,0,285,1352,77.0,185,RB,M,M
20617,Arttu Hoskonen,57,non-rare  Lengthy,1.4K,2,3,60,36,45,46,56,64,-1,307,1411,80.0,186,CB,M,M
20618,Zorhan Bassong,57,non-rare  Controlled,700,2,2,73,35,54,62,51,62,1,337,1562,79.0,178,LM,M,M
20619,Keyendrah Simmonds,57,non-rare  Controlled,700,2,3,70,58,46,59,23,51,1,307,1428,,180,ST,H,L
20620,Oakley,57,non-rare  Controlled,0,2,2,70,45,43,55,53,51,1,317,1431,,175,RWB,M,M
20621,Mathis Bruns,57,non-rare  Controlled,650,2,2,41,26,34,43,58,57,5,259,1208,75.0,192,CB,M,H
20622,Cameron Dunbar,57,non-rare  Explosive,1.4K,2,2,79,53,46,61,18,41,2,298,1393,59.0,167,LM,M,M
20623,Thierry Small,57,non-rare  Controlled,4.7K,2,2,77,31,41,56,53,60,0,318,1471,68.0,175,LWB,H,M
20624,Harvey Saunders,57,Rare  Controlled,5.1K,2,2,90,55,46,58,22,45,0,316,1433,69.0,180,ST,H,M
20625,Jay Barnett,57,non-rare  Controlled,700,2,3,63,43,52,61,53,58,2,330,1502,75.0,179,CDM,M,H
20626,Michael Ruhs,57,non-rare  Controlled,4.5K,2,3,75,55,49,58,41,65,0,343,1565,70.0,180,ST,M,M
20627,Mirza Cihan,57,non-rare  Controlled,1K,2,3,63,52,52,64,33,41,1,305,1449,67.0,175,LM,M,L
20628,Guowen Sun,57,non-rare  Controlled,800,2,3,77,47,52,56,46,63,0,341,1574,73.0,182,LB,M,H
20629,Oskar Fallenius,57,non-rare  Controlled,2.1K,3,3,78,55,49,62,18,47,1,309,1397,70.0,181,ST,M,M
20630,Jakub Szymanski,57,non-rare  Controlled,850,2,2,48,28,32,34,57,70,0,269,1243,85.0,189,CB,M,M
20631,Thomas Gillier,57,Sudamericana  Controlled,0,1,3,59,54,56,57,21,54,0,301,564,73.0,186,GK,M,M
20632,Williams Tortolero,57,Sudamericana  Controlled,0,1,3,55,56,58,60,21,55,0,305,652,75.0,180,GK,M,M
20633,Weiguo Liu,57,non-rare  Controlled,0,1,3,58,50,60,59,49,58,0,334,822,90.0,197,GK,M,M
20634,Peter Cherrie,56,Normal  Controlled,850,1,2,56,56,55,54,22,52,4,295,755,76.0,188,GK,M,M
20635,Gurjinder Kumar,56,Normal  Controlled,600,2,3,68,46,41,51,53,67,0,326,1473,77.0,178,LB,H,M
20636,Feng Han,56,Normal  Controlled,850,1,2,57,54,58,54,51,55,0,329,982,80.0,188,GK,M,M
20637,Dylan Castanheira,56,Normal  Controlled,700,1,3,55,56,57,58,36,55,0,317,777,93.0,188,GK,M,M
20638,Mark Timlin,56,Normal  Controlled,550,3,4,53,55,56,59,48,43,0,314,1532,64.0,175,LM,M,M
20639,Guang Li,56,Normal  Controlled,0,2,3,59,41,52,57,57,64,1,330,1561,74.0,175,CM,M,M
20640,Narayan Das,56,Normal  Controlled,700,2,2,72,26,42,52,57,68,-2,317,1463,70.0,180,CB,M,M
20641,Yaopeng Wang,56,Normal  Lengthy,750,2,2,64,27,33,49,56,66,2,295,1306,80.0,187,CB,M,M
20642,Chugui Ye,56,Normal  Controlled,0,2,2,64,50,55,57,57,60,0,343,1664,70.0,178,CAM,M,H
20643,Jackichand Singh,56,Normal  Explosive,500,2,4,83,53,48,58,21,55,1,318,1502,60.0,163,RM,H,M
20644,Halicharan Narzary,56,Normal  Controlled,700,2,3,77,52,48,57,34,59,0,327,1497,66.0,179,LW,H,M
20645,Mansour Jawhar,56,Normal  Controlled,1.3K,1,3,55,58,52,56,44,55,7,320,766,64.0,178,GK,M,M
20646,Will Mannion,56,Normal  Controlled,7K,1,2,56,54,53,56,37,56,1,312,675,74.0,186,GK,M,M
20647,Woo Suk Kim,56,Normal  Controlled,6K,2,2,39,25,37,40,55,63,0,259,1260,74.0,187,CB,L,H
20648,Yingjie Zhao,56,Normal  Controlled,750,2,2,65,55,52,52,53,65,1,342,1590,77.0,183,CM,M,M
20649,Julius Lindgren,56,Normal  Controlled,10K,1,2,62,56,54,54,26,52,-1,304,713,80.0,184,GK,M,M
20650,Wei Wu,56,Normal  Controlled,750,2,3,63,47,49,54,53,70,2,336,1532,72.0,182,CDM,M,M
20651,Jean Louchet,56,Normal  Controlled,500,1,2,53,49,62,60,21,58,2,303,596,73.0,190,GK,M,M
20652,Nick Suman,56,Normal  Controlled,900,1,3,57,57,54,54,21,55,1,298,585,87.0,197,GK,M,M
20653,Odysseus Alfa,56,Normal  Controlled,800,2,3,75,51,46,58,20,62,4,312,1414,77.0,174,LW,H,M
20654,Matthias Köbbing,56,Normal  Controlled,700,1,3,61,57,52,56,32,51,4,309,686,90.0,196,GK,M,M
20655,Wei Chen,56,Normal  Controlled,1K,1,1,57,52,51,58,29,52,0,299,673,80.0,188,GK,M,M
20656,Tianyuan Xu,56,Normal  Controlled,700,2,4,75,55,41,59,23,57,1,310,1428,73.0,181,RM,M,M
20657,Colin McCabe,56,Normal  Controlled,500,1,3,58,54,57,57,36,56,2,318,862,82.0,193,GK,M,M
20658,Timmy Abraham,56,Normal  Controlled,0,2,3,86,54,38,54,23,57,8,312,1407,78.0,185,ST,H,M
20659,Karl O'Sullivan,56,Normal  Explosive,9.7K,2,2,80,51,47,57,40,50,1,325,1495,70.0,175,RM,H,H
20660,Zhiyu Yan,56,Normal  Controlled,650,2,2,72,28,34,49,57,49,-1,289,1383,63.0,170,LB,M,M
20661,Fan Yang,56,Normal  Controlled,900,2,3,61,31,50,56,57,60,-2,315,1446,72.0,185,CB,M,H
20662,Jon McCracken,56,Normal  Controlled,0,1,2,58,58,57,60,35,56,3,324,685,77.0,185,GK,M,M
20663,Xianjun Wang,56,Normal  Controlled,800,2,2,66,37,48,50,52,60,2,313,1429,71.0,185,CB,M,M
20664,Michael Nelson,56,Normal  Controlled,2.1K,1,3,55,57,56,57,26,56,-1,307,607,85.0,194,GK,M,M
20665,Jack Nolan,56,Normal  Controlled,9.7K,3,2,74,51,50,58,46,63,0,342,1572,72.0,182,LM,M,H
